clip,frame,ball_real_x,ball_real_y,is_real_bounce,bounce_in
Dataset_Clutch/Clip148,378,6.207262243908418,22.05463161305048,1,1.0
Dataset_Clutch/Clip148,464,-0.18604647050240128,2.004723161162506,1,1.0
Dataset_Clutch/Clip148,516,-0.3879195262961594,14.937400726903261,1,1.0
Dataset_Clutch/Clip148,581,0.7632404206143216,7.553143688898223,1,1.0
Dataset_Clutch/Clip148,1124,0.5789031397963699,2.1613157093478734,1,1.0
Dataset_Clutch/Clip148,1200,4.640632392672636,16.851230171257544,1,1.0
Dataset_Clutch/Clip149,126,-0.23631371706325813,7.333338609835647,1,1.0
Dataset_Clutch/Clip149,228,2.1880741552188754,22.086911727097743,1,1.0
Dataset_Clutch/Clip149,355,4.52326451446004,22.06815664287302,1,1.0
Dataset_Clutch/Clip149,413,7.802805293356555,18.570313056119566,1,1.0
Dataset_Clutch/Clip149,445,8.508280580033126,0.4991197119989342,1,1.0
Dataset_Clutch/Clip149,480,8.019370484424062,19.600865049784087,1,1.0
